Timestamp,kalman.stateX,kalman.stateY,kalman.stateZ,ranging.state
132895,1.7243796586990356,1.979395866394043,0.05001213774085045,32
132995,1.724078893661499,1.9792137145996094,0.05024601146578789,32
133095,1.6996020078659058,1.9710783958435059,0.007024412043392658,32
133195,1.7026565074920654,1.9605375528335571,0.003821043763309717,32
133295,1.7003695964813232,1.972221851348877,0.012531201355159283,32
133395,1.698952555656433,1.9826421737670898,0.019275236874818802,32
133495,1.7006787061691284,1.9798156023025513,0.02030264213681221,32
133595,1.6978195905685425,1.9860543012619019,0.026038574054837227,32
133695,1.6988823413848877,1.985113501548767,0.027606187388300896,32
133795,1.7023485898971558,1.9777512550354004,0.027369631454348564,32
133895,1.7110329866409302,1.9647127389907837,0.024205759167671204,32
133995,1.7168225049972534,1.9419512748718262,0.022971298545598984,32
134095,1.72236967086792,1.9334702491760254,0.022516576573252678,32
134195,1.7226964235305786,1.927942156791687,0.024147646501660347,32
134295,1.7248802185058594,1.9248265027999878,0.023557040840387344,32
134395,1.7270570993423462,1.916627287864685,0.022616872563958168,32
134495,1.7285771369934082,1.915810465812683,0.021567201241850853,32
134595,1.7327306270599365,1.9049241542816162,0.019165903329849243,32
134695,1.7338660955429077,1.905139684677124,0.01821790263056755,32
134795,1.6798878908157349,1.8760597705841064,0.04316950589418411,32
134895,1.723702073097229,1.9209463596343994,0.0239446759223938,32
134995,1.714663028717041,1.9257762432098389,0.025697899982333183,32
135095,1.7150897979736328,1.944596529006958,0.021627316251397133,32
135195,1.702041745185852,1.9571455717086792,0.023214086890220642,32
135295,1.6969624757766724,1.9589508771896362,0.023137209936976433,32
135395,1.6991124153137207,1.9779157638549805,0.041802678257226944,40
135495,1.6756036281585693,1.9667681455612183,0.019575832411646843,40
135595,1.6769864559173584,1.960027813911438,0.016598178073763847,32
135695,1.6845524311065674,1.9347739219665527,-0.00041461270302534103,32
135795,1.6713749170303345,1.9395216703414917,0.0014807451516389847,40
135895,1.667781949043274,1.959104061126709,0.015339815057814121,32
135995,1.654843807220459,1.9615854024887085,0.0035495366901159286,32
136095,1.652732253074646,1.9687817096710205,0.00941868033260107,32
