Timestamp,ranging.distance4,ranging.distance5,ranging.distance6,ranging.distance7
132294,0.0,3.5254244804382324,0.0,0.0
132394,0.0,3.5180253982543945,0.0,0.0
132494,0.0,3.4820337295532227,0.0,0.0
132594,0.0,3.5245893001556396,0.0,0.0
132694,0.0,3.519101619720459,0.0,0.0
132794,0.0,3.5588159561157227,0.0,0.0
132894,0.0,3.595305919647217,0.0,0.0
132994,0.0,3.529658317565918,0.0,0.0
133094,0.0,3.491760492324829,0.0,0.0
133194,0.0,3.583515167236328,0.0,0.0
133294,0.0,3.502034902572632,0.0,0.0
133394,0.0,3.5995466709136963,0.0,0.0
133494,0.0,4.068516731262207,0.0,0.0
133594,0.0,3.4807770252227783,0.0,0.0
133694,0.0,3.5051488876342773,0.0,0.0
133794,0.0,3.5317883491516113,0.0,0.0
133894,0.0,3.8701090812683105,0.0,0.0
133994,0.0,3.5341219902038574,0.0,0.0
134094,0.0,3.519595146179199,0.0,0.0
134194,0.0,3.4713594913482666,0.0,0.0
134294,0.0,3.6014668941497803,0.0,0.0
134394,0.0,3.5538082122802734,0.0,0.0
134494,0.0,3.583706855773926,0.0,0.0
134594,0.0,3.5828680992126465,0.0,0.0
134694,0.0,3.546285629272461,0.0,0.0
134794,0.0,3.5226826667785645,0.0,0.0
134894,0.0,3.615422248840332,0.0,0.0
134994,0.0,3.5231878757476807,0.0,0.0
135094,0.0,3.50286865234375,0.0,0.0
135194,0.0,3.505772829055786,0.0,0.0
135294,0.0,3.509289503097534,0.0,0.0
135394,0.0,3.5322861671447754,0.0,0.0
135494,0.0,4.321048259735107,0.0,0.0
135594,0.0,3.567279577255249,0.0,0.0
135694,0.0,3.847078323364258,0.0,0.0
135794,0.0,3.564077615737915,0.0,0.0
135894,0.0,3.5707437992095947,0.0,0.0
135994,0.0,3.5462570190429688,0.0,0.0
136094,0.0,3.5714094638824463,0.0,0.0
136194,0.0,3.598036289215088,0.0,0.0
136294,0.0,3.58506441116333,0.0,0.0
136394,0.0,3.542537212371826,0.0,0.0
136494,0.0,3.6024107933044434,0.0,0.0
136594,0.0,3.532835006713867,0.0,0.0
136694,0.0,3.484227418899536,0.0,0.0
136794,0.0,3.4660661220550537,0.0,0.0
136894,0.0,3.5915887355804443,0.0,0.0
