Timestamp,ranging.distance0,ranging.distance1,ranging.distance2,ranging.distance3
143293,3.4850170612335205,0.0,0.0,4.177369594573975
143393,3.4850170612335205,0.0,0.0,4.177369594573975
143493,3.4850170612335205,0.0,0.0,4.177369594573975
143593,3.4850170612335205,0.0,0.0,4.177369594573975
143693,3.4850170612335205,0.0,0.0,4.197780132293701
143793,3.4850170612335205,0.0,0.0,4.197780132293701
143893,3.4850170612335205,0.0,0.0,4.187105178833008
143993,3.4850170612335205,0.0,0.0,4.187105178833008
144093,3.4850170612335205,0.0,0.0,4.187105178833008
144193,3.4850170612335205,0.0,0.0,4.194300174713135
144293,3.4850170612335205,0.0,0.0,4.194300174713135
144393,3.4850170612335205,0.0,0.0,4.194300174713135
144493,3.4850170612335205,0.0,0.0,4.194300174713135
144593,3.4850170612335205,0.0,0.0,4.2259440422058105
144693,3.4850170612335205,0.0,0.0,4.2259440422058105
144793,3.4850170612335205,0.0,0.0,4.214629173278809
144893,3.4850170612335205,0.0,0.0,4.214629173278809
144993,3.4850170612335205,0.0,0.0,4.214629173278809
145093,3.4850170612335205,0.0,0.0,4.214629173278809
145193,3.4850170612335205,0.0,0.0,4.214629173278809
145293,3.4850170612335205,0.0,0.0,4.214629173278809
145393,3.4850170612335205,0.0,0.0,4.214629173278809
145493,3.4850170612335205,0.0,0.0,4.256401062011719
145593,3.4850170612335205,0.0,0.0,4.256401062011719
145693,3.4850170612335205,0.0,0.0,4.256401062011719
145793,3.4850170612335205,0.0,0.0,4.256401062011719
145893,3.4850170612335205,0.0,0.0,4.256401062011719
145993,3.4850170612335205,0.0,0.0,4.256401062011719
146093,3.4850170612335205,0.0,0.0,4.256401062011719
146193,3.4850170612335205,0.0,0.0,4.256401062011719
146293,3.4850170612335205,0.0,0.0,4.227745056152344
146393,3.4850170612335205,0.0,0.0,4.227745056152344
146493,3.4850170612335205,0.0,0.0,4.227745056152344
146593,3.4850170612335205,0.0,0.0,4.209772109985352
146693,3.4850170612335205,0.0,0.0,4.209772109985352
146793,3.4850170612335205,0.0,0.0,4.209772109985352
146893,3.4850170612335205,0.0,0.0,4.209772109985352
146993,3.4850170612335205,0.0,0.0,4.209772109985352
147093,3.4850170612335205,0.0,0.0,4.209772109985352
147193,3.4850170612335205,0.0,0.0,4.258520126342773
147293,3.4850170612335205,0.0,0.0,4.258520126342773
147393,3.4850170612335205,0.0,0.0,4.258520126342773
147493,3.4850170612335205,0.0,0.0,4.258520126342773
147593,3.4850170612335205,0.0,0.0,4.258520126342773
147693,3.4850170612335205,0.0,0.0,4.258520126342773
147793,3.4850170612335205,0.0,0.0,4.258520126342773
147893,3.4850170612335205,0.0,0.0,4.258520126342773
147993,3.4850170612335205,0.0,0.0,4.258520126342773
148093,3.4850170612335205,0.0,0.0,4.199035167694092
148193,3.4850170612335205,0.0,0.0,4.199035167694092
148293,3.4850170612335205,0.0,0.0,4.199035167694092
148393,3.4850170612335205,0.0,0.0,4.199035167694092
148493,3.4850170612335205,0.0,0.0,4.185092926025391
148593,3.4850170612335205,0.0,0.0,4.185092926025391
148693,3.4850170612335205,0.0,0.0,4.185092926025391
148793,3.4850170612335205,0.0,0.0,4.185092926025391
148893,3.4850170612335205,0.0,0.0,4.185092926025391
148993,3.4850170612335205,0.0,0.0,4.185092926025391
149093,3.4850170612335205,0.0,0.0,4.185092926025391
149193,3.4850170612335205,0.0,0.0,4.185092926025391
149293,3.4850170612335205,0.0,0.0,4.185092926025391
149393,3.4850170612335205,0.0,0.0,4.185092926025391
149493,3.4850170612335205,0.0,0.0,4.185092926025391
149593,3.4850170612335205,0.0,0.0,4.185092926025391
149693,3.4850170612335205,0.0,0.0,4.185092926025391
149793,3.4850170612335205,0.0,0.0,4.185092926025391
149893,3.4850170612335205,0.0,0.0,4.185092926025391
149993,3.4850170612335205,0.0,0.0,4.185092926025391
150093,3.4850170612335205,0.0,0.0,4.185092926025391
150193,3.4850170612335205,0.0,0.0,4.185092926025391
150293,3.4850170612335205,0.0,0.0,4.212976455688477
150393,3.4850170612335205,0.0,0.0,4.17838716506958
150493,3.4850170612335205,0.0,0.0,4.211442470550537
150593,3.4850170612335205,0.0,0.0,4.211442470550537
150693,3.4850170612335205,0.0,0.0,4.211442470550537
150793,3.4850170612335205,0.0,0.0,4.211442470550537
150893,3.4850170612335205,0.0,0.0,4.211442470550537
150993,3.4850170612335205,0.0,0.0,4.211442470550537
151093,3.4850170612335205,0.0,0.0,4.211442470550537
151193,3.4850170612335205,0.0,0.0,4.211442470550537
151293,3.4850170612335205,0.0,0.0,4.211442470550537
151393,3.4850170612335205,0.0,0.0,4.211442470550537
151493,3.4850170612335205,0.0,0.0,4.211442470550537
151593,3.4850170612335205,0.0,0.0,4.210063457489014
151693,3.4850170612335205,0.0,0.0,4.210063457489014
151793,3.4850170612335205,0.0,0.0,4.185736179351807
151893,3.4850170612335205,0.0,0.0,4.185736179351807
151993,3.4850170612335205,0.0,0.0,4.185736179351807
152093,3.4850170612335205,0.0,0.0,4.185736179351807
152193,3.4850170612335205,0.0,0.0,4.185736179351807
152293,3.4850170612335205,0.0,0.0,4.185736179351807
152393,3.4850170612335205,0.0,0.0,4.185736179351807
152493,3.4850170612335205,0.0,0.0,4.185736179351807
152593,3.4850170612335205,0.0,0.0,4.185736179351807
152693,3.4850170612335205,0.0,0.0,4.185736179351807
152793,3.4850170612335205,0.0,0.0,4.185736179351807
152893,3.4850170612335205,0.0,0.0,4.185736179351807
152993,3.4850170612335205,0.0,0.0,4.21097993850708
153093,3.4850170612335205,0.0,0.0,4.21097993850708
153193,3.4850170612335205,0.0,0.0,4.21097993850708
153293,3.4850170612335205,0.0,0.0,4.21097993850708
153393,3.4850170612335205,0.0,0.0,4.21097993850708
153493,3.4850170612335205,0.0,0.0,4.21097993850708
153593,3.4850170612335205,0.0,0.0,4.21097993850708
153693,3.4850170612335205,0.0,0.0,4.21097993850708
153793,3.4850170612335205,0.0,0.0,4.21097993850708
153893,3.4850170612335205,0.0,0.0,4.21097993850708
153993,3.4850170612335205,0.0,0.0,4.21097993850708
154093,3.4850170612335205,0.0,0.0,4.21097993850708
154193,3.4850170612335205,0.0,0.0,4.21097993850708
154293,3.4850170612335205,0.0,0.0,4.21097993850708
154393,3.4850170612335205,0.0,0.0,4.21097993850708
154493,3.4850170612335205,0.0,0.0,4.21097993850708
154593,3.4850170612335205,0.0,0.0,4.228847980499268
154693,3.4850170612335205,0.0,0.0,4.228847980499268
154793,3.4850170612335205,0.0,0.0,4.228847980499268
154893,3.4850170612335205,0.0,0.0,4.228847980499268
154993,3.4850170612335205,0.0,0.0,4.228847980499268
155093,3.4850170612335205,0.0,0.0,4.228847980499268
155193,3.4850170612335205,0.0,0.0,4.228847980499268
155293,3.4850170612335205,0.0,0.0,4.228847980499268
155393,3.4850170612335205,0.0,0.0,4.228847980499268
155493,3.4850170612335205,0.0,0.0,4.228847980499268
155593,3.4850170612335205,0.0,0.0,4.228847980499268
155693,3.4850170612335205,0.0,0.0,4.1993184089660645
155793,3.4850170612335205,0.0,0.0,4.1993184089660645
155893,3.4850170612335205,0.0,0.0,4.1993184089660645
155993,3.4850170612335205,0.0,0.0,4.1993184089660645
156093,3.4850170612335205,0.0,0.0,4.1993184089660645
156193,3.4850170612335205,0.0,0.0,4.1993184089660645
156293,3.4850170612335205,0.0,0.0,4.1993184089660645
156393,3.4850170612335205,0.0,0.0,4.236515045166016
156493,3.4850170612335205,0.0,0.0,4.236515045166016
156593,3.4850170612335205,0.0,0.0,4.20733118057251
156693,3.4850170612335205,0.0,0.0,4.20733118057251
156793,3.4850170612335205,0.0,0.0,4.20733118057251
156893,3.4850170612335205,0.0,0.0,4.20733118057251
156993,3.4850170612335205,0.0,0.0,4.20733118057251
157093,3.4850170612335205,0.0,0.0,4.246620178222656
157193,3.4850170612335205,0.0,0.0,4.2216105461120605
157293,3.4850170612335205,0.0,0.0,4.2216105461120605
157393,3.4850170612335205,0.0,0.0,4.2216105461120605
157493,3.4850170612335205,0.0,0.0,4.2216105461120605
157593,3.4850170612335205,0.0,0.0,4.2216105461120605
157693,3.4850170612335205,0.0,0.0,4.2216105461120605
157793,3.4850170612335205,0.0,0.0,4.2216105461120605
157893,3.4850170612335205,0.0,0.0,4.2216105461120605
157993,3.4850170612335205,0.0,0.0,4.2216105461120605
158093,3.4850170612335205,0.0,0.0,4.2216105461120605
158193,3.4850170612335205,0.0,0.0,4.211249351501465
158293,3.4850170612335205,0.0,0.0,4.211249351501465
158393,3.4850170612335205,0.0,0.0,4.211249351501465
158493,3.4850170612335205,0.0,0.0,4.211249351501465
158593,3.4850170612335205,0.0,0.0,4.211249351501465
158693,3.4850170612335205,0.0,0.0,4.200076580047607
