Timestamp,ranging.distance0,ranging.distance1,ranging.distance2,ranging.distance3
131393,3.4850170612335205,0.0,0.0,4.234118938446045
131493,3.4850170612335205,0.0,0.0,4.202388763427734
131593,3.4850170612335205,0.0,0.0,4.202388763427734
131693,3.4850170612335205,0.0,0.0,4.202388763427734
131793,3.4850170612335205,0.0,0.0,4.202388763427734
131893,3.4850170612335205,0.0,0.0,4.202388763427734
131993,3.4850170612335205,0.0,0.0,4.202388763427734
132093,3.4850170612335205,0.0,0.0,4.202388763427734
132193,3.4850170612335205,0.0,0.0,4.202388763427734
132293,3.4850170612335205,0.0,0.0,4.202388763427734
132393,3.4850170612335205,0.0,0.0,4.202388763427734
132493,3.4850170612335205,0.0,0.0,4.202388763427734
132593,3.4850170612335205,0.0,0.0,4.202388763427734
132693,3.4850170612335205,0.0,0.0,4.202388763427734
132793,3.4850170612335205,0.0,0.0,4.203526020050049
132893,3.4850170612335205,0.0,0.0,4.203526020050049
132993,3.4850170612335205,0.0,0.0,4.203526020050049
133093,3.4850170612335205,0.0,0.0,4.218634605407715
133193,3.4850170612335205,0.0,0.0,4.218634605407715
133293,3.4850170612335205,0.0,0.0,4.218634605407715
133393,3.4850170612335205,0.0,0.0,4.218634605407715
133493,3.4850170612335205,0.0,0.0,4.218634605407715
133593,3.4850170612335205,0.0,0.0,4.218634605407715
133693,3.4850170612335205,0.0,0.0,4.218634605407715
133793,3.4850170612335205,0.0,0.0,4.218634605407715
133893,3.4850170612335205,0.0,0.0,4.218634605407715
133993,3.4850170612335205,0.0,0.0,4.218634605407715
134093,3.4850170612335205,0.0,0.0,4.218634605407715
134193,3.4850170612335205,0.0,0.0,4.218634605407715
134293,3.4850170612335205,0.0,0.0,4.218634605407715
134393,3.4850170612335205,0.0,0.0,4.218634605407715
134493,3.4850170612335205,0.0,0.0,4.218634605407715
134593,3.4850170612335205,0.0,0.0,4.218634605407715
134693,3.4850170612335205,0.0,0.0,4.218634605407715
134793,3.4850170612335205,0.0,0.0,4.218634605407715
134893,3.4850170612335205,0.0,0.0,4.218634605407715
134993,3.4850170612335205,0.0,0.0,4.218634605407715
135093,3.4850170612335205,0.0,0.0,4.218634605407715
135193,3.4850170612335205,0.0,0.0,4.218634605407715
135293,3.4850170612335205,0.0,0.0,4.218634605407715
135393,3.4850170612335205,0.0,0.0,4.223011493682861
135493,3.4850170612335205,0.0,0.0,4.182512283325195
135593,3.4850170612335205,0.0,0.0,4.182512283325195
135693,3.4850170612335205,0.0,0.0,4.182512283325195
135793,3.4850170612335205,0.0,0.0,4.201390266418457
135893,3.4850170612335205,0.0,0.0,4.201390266418457
135993,3.4850170612335205,0.0,0.0,4.223209381103516
136093,3.4850170612335205,0.0,0.0,4.223209381103516
136193,3.4850170612335205,0.0,0.0,4.223209381103516
136293,3.4850170612335205,0.0,0.0,4.1955885887146
136393,3.4850170612335205,0.0,0.0,4.1955885887146
136493,3.4850170612335205,0.0,0.0,4.1955885887146
136593,3.4850170612335205,0.0,0.0,4.1955885887146
136693,3.4850170612335205,0.0,0.0,4.1955885887146
136793,3.4850170612335205,0.0,0.0,4.1955885887146
136893,3.4850170612335205,0.0,0.0,4.1955885887146
136993,3.4850170612335205,0.0,0.0,4.1955885887146
137093,3.4850170612335205,0.0,0.0,4.1955885887146
137193,3.4850170612335205,0.0,0.0,4.1955885887146
137293,3.4850170612335205,0.0,0.0,4.1955885887146
137393,3.4850170612335205,0.0,0.0,4.1955885887146
137493,3.4850170612335205,0.0,0.0,4.1955885887146
137593,3.4850170612335205,0.0,0.0,4.202060699462891
137693,3.4850170612335205,0.0,0.0,4.167420864105225
137793,3.4850170612335205,0.0,0.0,4.167420864105225
137893,3.4850170612335205,0.0,0.0,4.167420864105225
137993,3.4850170612335205,0.0,0.0,4.167420864105225
138093,3.4850170612335205,0.0,0.0,4.167420864105225
138193,3.4850170612335205,0.0,0.0,4.167420864105225
138293,3.4850170612335205,0.0,0.0,4.167420864105225
138393,3.4850170612335205,0.0,0.0,4.167420864105225
138493,3.4850170612335205,0.0,0.0,4.167420864105225
138593,3.4850170612335205,0.0,0.0,4.167420864105225
138693,3.4850170612335205,0.0,0.0,4.167420864105225
138793,3.4850170612335205,0.0,0.0,4.167420864105225
138893,3.4850170612335205,0.0,0.0,4.167420864105225
138993,3.4850170612335205,0.0,0.0,4.167420864105225
139093,3.4850170612335205,0.0,0.0,4.167420864105225
139193,3.4850170612335205,0.0,0.0,4.167420864105225
139293,3.4850170612335205,0.0,0.0,4.167420864105225
139393,3.4850170612335205,0.0,0.0,4.167420864105225
139493,3.4850170612335205,0.0,0.0,4.167420864105225
139593,3.4850170612335205,0.0,0.0,4.167420864105225
139693,3.4850170612335205,0.0,0.0,4.186224460601807
139793,3.4850170612335205,0.0,0.0,4.186224460601807
139893,3.4850170612335205,0.0,0.0,4.186224460601807
139993,3.4850170612335205,0.0,0.0,4.186224460601807
140093,3.4850170612335205,0.0,0.0,4.186224460601807
140193,3.4850170612335205,0.0,0.0,4.186224460601807
140293,3.4850170612335205,0.0,0.0,4.186224460601807
140393,3.4850170612335205,0.0,0.0,4.177369594573975
140493,3.4850170612335205,0.0,0.0,4.177369594573975
140593,3.4850170612335205,0.0,0.0,4.177369594573975
140693,3.4850170612335205,0.0,0.0,4.177369594573975
140793,3.4850170612335205,0.0,0.0,4.177369594573975
140893,3.4850170612335205,0.0,0.0,4.177369594573975
140993,3.4850170612335205,0.0,0.0,4.177369594573975
141093,3.4850170612335205,0.0,0.0,4.177369594573975
141193,3.4850170612335205,0.0,0.0,4.177369594573975
141293,3.4850170612335205,0.0,0.0,4.177369594573975
141393,3.4850170612335205,0.0,0.0,4.177369594573975
141493,3.4850170612335205,0.0,0.0,4.177369594573975
141593,3.4850170612335205,0.0,0.0,4.177369594573975
141693,3.4850170612335205,0.0,0.0,4.177369594573975
141793,3.4850170612335205,0.0,0.0,4.177369594573975
141893,3.4850170612335205,0.0,0.0,4.177369594573975
141993,3.4850170612335205,0.0,0.0,4.177369594573975
142093,3.4850170612335205,0.0,0.0,4.177369594573975
142193,3.4850170612335205,0.0,0.0,4.177369594573975
142293,3.4850170612335205,0.0,0.0,4.177369594573975
142393,3.4850170612335205,0.0,0.0,4.177369594573975
142493,3.4850170612335205,0.0,0.0,4.177369594573975
142593,3.4850170612335205,0.0,0.0,4.177369594573975
142693,3.4850170612335205,0.0,0.0,4.177369594573975
142793,3.4850170612335205,0.0,0.0,4.177369594573975
142893,3.4850170612335205,0.0,0.0,4.177369594573975
142993,3.4850170612335205,0.0,0.0,4.177369594573975
143093,3.4850170612335205,0.0,0.0,4.177369594573975
143193,3.4850170612335205,0.0,0.0,4.177369594573975
